Rank	Player	Team	Pos	Avg Stars	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18
1	Josh Allen	BUF	QB	3.06	1	3	2	4	3	3	BYE	2	2	4	4	3	4	3	5	1	4	4
2	Lamar Jackson	BAL	QB	3.18	3	2	5	5	3	2	4	3	3	2	3	1	BYE	4	4	2	4	4
3	Drake Maye	NE	QB	3.06	1	4	3	3	3	4	5	4	3	3	BYE	2	3	2	3	4	1	4
4	Joe Burrow	CIN	QB	3.06	4	1	4	3	4	BYE	2	5	3	4	5	2	2	3	3	3	2	2
5	Jayden Daniels	WAS	QB	3.06	2	5	1	3	3	4	BYE	2	3	3	4	3	5	1	3	2	3	5
6	Jalen Hurts	PHI	QB	3.59	5	5	5	3	3	3	5	5	3	BYE	4	5	3	3	1	1	4	3
7	Caleb Williams	CHI	QB	2.88	3	2	2	4	3	3	4	1	4	BYE	2	3	3	4	3	3	3	2
8	Justin Herbert	LAC	QB	2.76	3	3	3	1	1	3	BYE	3	1	2	4	4	4	3	4	4	3	1
9	Dak Prescott	DAL	QB	3.06	3	5	2	1	4	3	2	3	3	4	5	2	1	BYE	3	3	3	5
10	Trevor Lawrence	JAC	QB	3.24	2	1	4	4	2	1	BYE	3	2	5	3	5	5	4	1	5	5	3
11	Brock Purdy	SF	QB	2.76	3	4	3	1	1	5	3	BYE	3	5	2	1	3	3	2	3	2	3
12	Jaxson Dart	NYG	QB	3.18	5	3	5	3	5	2	1	BYE	2	5	3	3	4	1	2	3	5	2
13	Patrick Mahomes II	KC	QB	2.82	1	3	4	3	BYE	2	1	1	4	3	3	3	3	4	4	4	2	3
14	Bo Nix	DEN	QB	3.06	3	3	3	4	2	1	3	3	3	BYE	3	4	4	4	3	3	4	2
15	Matthew Stafford	LAR	QB	2.94	4	3	1	2	3	3	3	2	5	3	BYE	3	3	4	5	1	4	1
16	Jared Goff	DET	QB	3.41	2	3	4	3	3	BYE	3	2	4	4	4	5	3	5	2	3	5	3
17	Kyler Murray	MIN	QB	3.59	3	5	4	4	2	BYE	3	3	3	3	4	3	3	4	3	5	4	5
18	Jordan Love	GB	QB	3.29	2	4	3	4	5	5	3	3	4	2	BYE	3	2	3	4	5	1	3
19	Baker Mayfield	TB	QB	3	4	2	2	3	5	4	3	3	5	BYE	3	3	2	2	2	3	3	2
20	Tyler Shough	NO	QB	3.18	3	2	3	3	2	3	4	BYE	2	3	5	4	3	3	4	3	3	4
21	Malik Willis	MIA	QB	3.24	3	4	3	2	4	BYE	4	4	3	3	3	4	1	5	3	2	3	4
22	C.J. Stroud	HOU	QB	3.35	3	4	3	5	5	3	3	BYE	2	2	3	2	4	5	3	2	3	5
23	Sam Darnold	SEA	QB	3.29	4	3	5	2	4	1	3	5	3	3	BYE	4	5	3	2	3	3	3
24	Cam Ward	TEN	QB	3	4	2	3	2	1	3	2	4	BYE	3	5	3	5	3	3	3	4	1
25	Daniel Jones	IND	QB	3.18	2	3	1	5	4	5	2	3	5	4	1	3	BYE	2	5	4	2	3
26	Bryce Young	CAR	QB	2.76	5	3	2	3	BYE	2	4	3	1	2	2	4	2	2	4	4	1	3
27	Jacoby Brissett	ARI	QB	2.88	2	1	4	3	3	3	1	5	1	3	3	5	2	BYE	4	2	3	4
28	Geno Smith	NYJ	QB	3.18	5	3	3	5	2	4	4	3	3	3	2	4	BYE	1	3	4	2	3
29	Aaron Rodgers	PIT	QB	2.76	3	4	4	2	3	4	2	2	BYE	4	2	1	1	3	2	3	5	2
30	Tua Tagovailoa	ATL	QB	3.24	4	3	3	2	2	5	4	4	4	3	BYE	2	3	2	5	4	2	3
31	Fernando Mendoza	LV	QB	2.76	4	2	2	3	4	3	3	4	4	1	1	2	BYE	2	1	5	3	3
32	Shedeur Sanders	CLE	QB	3.18	3	4	3	4	4	2	5	4	2	1	BYE	3	4	3	3	2	3	4
33	Michael Penix Jr.	ATL	QB	3.24	4	3	3	2	2	5	4	4	4	3	BYE	2	3	2	5	4	2	3
34	Kirk Cousins	LV	QB	2.76	4	2	2	3	4	3	3	4	4	1	1	2	BYE	2	1	5	3	3
35	Deshaun Watson	CLE	QB	3.18	3	4	3	4	4	2	5	4	2	1	BYE	3	4	3	3	2	3	4
36	J.J. McCarthy	MIN	QB	3.59	3	5	4	4	2	BYE	3	3	3	3	4	3	3	4	3	5	4	5
37	Mac Jones	SF	QB	2.76	3	4	3	1	1	5	3	BYE	3	5	2	1	3	3	2	3	2	3
38	Carson Beck	ARI	QB	2.88	2	1	4	3	3	3	1	5	1	3	3	5	2	BYE	4	2	3	4
39	Ty Simpson	LAR	QB	2.94	4	3	1	2	3	3	3	2	5	3	BYE	3	3	4	5	1	4	1
40	Justin Fields	KC	QB	2.82	1	3	4	3	BYE	2	1	1	4	3	3	3	3	4	4	4	2	3
41	Anthony Richardson Sr.	IND	QB	3.18	2	3	1	5	4	5	2	3	5	4	1	3	BYE	2	5	4	2	3
42	Joe Flacco	CIN	QB	3.06	4	1	4	3	4	BYE	2	5	3	4	5	2	2	3	3	3	2	2
43	Jameis Winston	NYG	QB	3.18	5	3	5	3	5	2	1	BYE	2	5	3	3	4	1	2	3	5	2
44	Marcus Mariota	WAS	QB	3.06	2	5	1	3	3	4	BYE	2	3	3	4	3	5	1	3	2	3	5
45	Joe Milton III	DAL	QB	3.06	3	5	2	1	4	3	2	3	3	4	5	2	1	BYE	3	3	3	5
46	Gardner Minshew II	ARI	QB	2.88	2	1	4	3	3	3	1	5	1	3	3	5	2	BYE	4	2	3	4
47	Quinn Ewers	MIA	QB	3.24	3	4	3	2	4	BYE	4	4	3	3	3	4	1	5	3	2	3	4
48	Riley Leonard	IND	QB	3.18	2	3	1	5	4	5	2	3	5	4	1	3	BYE	2	5	4	2	3
49	Tyrod Taylor	GB	QB	3.29	2	4	3	4	5	5	3	3	4	2	BYE	3	2	3	4	5	1	3
50	Cade Klubnik	NYJ	QB	3.18	5	3	3	5	2	4	4	3	3	3	2	4	BYE	1	3	4	2	3
51	Spencer Rattler	NO	QB	3.18	3	2	3	3	2	3	4	BYE	2	3	5	4	3	3	4	3	3	4
52	Trey Lance	LAC	QB	2.76	3	3	3	1	1	3	BYE	3	1	2	4	4	4	3	4	4	3	1
53	Tyson Bagent	CHI	QB	2.88	3	2	2	4	3	3	4	1	4	BYE	2	3	3	4	3	3	3	2
54	Kenny Pickett	CAR	QB	2.76	5	3	2	3	BYE	2	4	3	1	2	2	4	2	2	4	4	1	3
55	Jarrett Stidham	DEN	QB	3.06	3	3	3	4	2	1	3	3	3	BYE	3	4	4	4	3	3	4	2
56	Tyler Huntley	BAL	QB	3.18	3	2	5	5	3	2	4	3	3	2	3	1	BYE	4	4	2	4	4
57	Davis Mills	HOU	QB	3.35	3	4	3	5	5	3	3	BYE	2	2	3	2	4	5	3	2	3	5
58	Kyle Allen	BUF	QB	3.06	1	3	2	4	3	3	BYE	2	2	4	4	3	4	3	5	1	4	4
59	Jake Browning	TB	QB	3	4	2	2	3	5	4	3	3	5	BYE	3	3	2	2	2	3	3	2
60	Tanner McKee	PHI	QB	3.59	5	5	5	3	3	3	5	5	3	BYE	4	5	3	3	1	1	4	3
61	Jalen Milroe	SEA	QB	3.29	4	3	5	2	4	1	3	5	3	3	BYE	4	5	3	2	3	3	3
62	Tommy DeVito	NE	QB	3.06	1	4	3	3	3	4	5	4	3	3	BYE	2	3	2	3	4	1	4
63	Mitchell Trubisky	TEN	QB	3	4	2	3	2	1	3	2	4	BYE	3	5	3	5	3	3	3	4	1
64	Drew Lock	SEA	QB	3.29	4	3	5	2	4	1	3	5	3	3	BYE	4	5	3	2	3	3	3
65	Drew Allar	PIT	QB	2.76	3	4	4	2	3	4	2	2	BYE	4	2	1	1	3	2	3	5	2
66	Nick Mullens	JAC	QB	3.24	2	1	4	4	2	1	BYE	3	2	5	3	5	5	4	1	5	5	3
67	Mason Rudolph	PIT	QB	2.76	3	4	4	2	3	4	2	2	BYE	4	2	1	1	3	2	3	5	2
68	Teddy Bridgewater	DET	QB	3.41	2	3	4	3	3	BYE	3	2	4	4	4	5	3	5	2	3	5	3
69	Will Levis	TEN	QB	3	4	2	3	2	1	3	2	4	BYE	3	5	3	5	3	3	3	4	1
70	Andy Dalton	PHI	QB	3.59	5	5	5	3	3	3	5	5	3	BYE	4	5	3	3	1	1	4	3
71	Garrett Nussmeier	KC	QB	2.82	1	3	4	3	BYE	2	1	1	4	3	3	3	3	4	4	4	2	3
72	Zach Wilson	NO	QB	3.18	3	2	3	3	2	3	4	BYE	2	3	5	4	3	3	4	3	3	4
73	Sam Howell	DAL	QB	3.06	3	5	2	1	4	3	2	3	3	4	5	2	1	BYE	3	3	3	5
74	Jimmy Garoppolo	LAR	QB	2.94	4	3	1	2	3	3	3	2	5	3	BYE	3	3	4	5	1	4	1
75	Dillon Gabriel	CLE	QB	3.18	3	4	3	4	4	2	5	4	2	1	BYE	3	4	3	3	2	3	4
76	Will Howard	PIT	QB	2.76	3	4	4	2	3	4	2	2	BYE	4	2	1	1	3	2	3	5	2
77	Aidan O'Connell	LV	QB	2.76	4	2	2	3	4	3	3	4	4	1	1	2	BYE	2	1	5	3	3
78	Carson Wentz	MIN	QB	3.59	3	5	4	4	2	BYE	3	3	3	3	4	3	3	4	3	5	4	5
79	Brady Cook	NYJ	QB	3.18	5	3	3	5	2	4	4	3	3	3	2	4	BYE	1	3	4	2	3
80	Josh Johnson	CIN	QB	3.06	4	1	4	3	4	BYE	2	5	3	4	5	2	2	3	3	3	2	2
81	Brandon Allen	NYG	QB	3.18	5	3	5	3	5	2	1	BYE	2	5	3	3	4	1	2	3	5	2
82	Hendon Hooker	TEN	QB	3	4	2	3	2	1	3	2	4	BYE	3	5	3	5	3	3	3	4	1
83	Sam Ehlinger	DEN	QB	3.06	3	3	3	4	2	1	3	3	3	BYE	3	4	4	4	3	3	4	2
84	Kyle McCord	GB	QB	3.29	2	4	3	4	5	5	3	3	4	2	BYE	3	2	3	4	5	1	3
85	Luke Altmyer	DET	QB	3.41	2	3	4	3	3	BYE	3	2	4	4	4	5	3	5	2	3	5	3
86	Adrian Martinez	SF	QB	2.76	3	4	3	1	1	5	3	BYE	3	5	2	1	3	3	2	3	2	3
87	Skylar Thompson	BAL	QB	3.18	3	2	5	5	3	2	4	3	3	2	3	1	BYE	4	4	2	4	4
88	Shane Buechele	BUF	QB	3.06	1	3	2	4	3	3	BYE	2	2	4	4	3	4	3	5	1	4	4
89	Kurtis Rourke	SF	QB	2.76	3	4	3	1	1	5	3	BYE	3	5	2	1	3	3	2	3	2	3
90	Behren Morton	NE	QB	3.06	1	4	3	3	3	4	5	4	3	3	BYE	2	3	2	3	4	1	4
91	Case Keenum	CHI	QB	2.88	3	2	2	4	3	3	4	1	4	BYE	2	3	3	4	3	3	3	2
92	Cam Miller	MIA	QB	3.24	3	4	3	2	4	BYE	4	4	3	3	3	4	1	5	3	2	3	4
93	Athan Kaliakmanis	WAS	QB	3.06	2	5	1	3	3	4	BYE	2	3	3	4	3	5	1	3	2	3	5
94	DJ Uiagalelei	LAC	QB	2.76	3	3	3	1	1	3	BYE	3	1	2	4	4	4	3	4	4	3	1
95	Max Brosmer	MIN	QB	3.59	3	5	4	4	2	BYE	3	3	3	3	4	3	3	4	3	5	4	5
96	Sam Hartman	WAS	QB	3.06	2	5	1	3	3	4	BYE	2	3	3	4	3	5	1	3	2	3	5
1	Jahmyr Gibbs	DET	RB	3.41	3	4	4	4	5	BYE	3	3	4	2	3	3	3	4	3	4	3	3
2	Bijan Robinson	ATL	RB	3.06	2	4	3	3	3	3	4	3	4	2	BYE	3	2	2	4	3	3	4
3	Jonathan Taylor	IND	RB	3.29	3	2	3	4	2	4	3	3	5	4	3	4	BYE	3	4	4	2	3
4	Christian McCaffrey	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
5	James Cook III	BUF	RB	2.88	3	2	3	2	2	3	BYE	3	3	4	4	2	2	3	3	2	4	4
6	Derrick Henry	BAL	RB	3.12	2	3	5	4	3	2	4	4	3	3	4	3	BYE	3	2	2	4	2
7	Saquon Barkley	PHI	RB	3.47	4	4	3	2	3	4	5	4	4	BYE	2	5	5	2	1	3	4	4
8	Ashton Jeanty	LV	RB	2.88	4	3	3	2	2	4	2	4	4	1	2	2	BYE	3	2	4	5	2
9	Omarion Hampton	LAC	RB	2.88	5	3	4	1	2	2	BYE	2	3	3	4	2	3	3	4	4	2	2
10	Kenneth Walker III	KC	RB	3	2	2	4	3	BYE	3	1	2	4	3	5	4	2	4	2	4	3	3
11	Chase Brown	CIN	RB	2.88	3	3	2	3	4	BYE	3	4	3	2	4	3	2	2	4	2	3	2
12	De'Von Achane	MIA	RB	3	3	4	2	3	4	BYE	4	2	2	2	4	4	2	3	3	3	4	2
13	Kyren Williams	LAR	RB	3.29	4	4	2	3	4	5	3	3	4	5	BYE	3	2	4	5	1	3	1
14	Josh Jacobs	GB	RB	3.12	3	4	3	3	3	5	2	4	2	3	BYE	2	3	4	4	3	3	2
15	Javonte Williams	DAL	RB	3.24	4	4	3	3	3	3	3	5	2	4	4	3	1	BYE	2	3	4	4
16	Breece Hall	NYJ	RB	3.06	4	3	2	3	2	2	4	3	2	4	3	4	BYE	2	5	2	3	4
17	Jeremiyah Love	ARI	RB	2.88	3	1	4	4	2	2	2	5	1	2	2	4	3	BYE	4	3	3	4
18	Travis Etienne Jr.	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
19	Cam Skattebo	NYG	RB	3.24	5	2	4	5	4	3	3	BYE	3	4	3	2	4	1	2	2	5	3
20	Quinshon Judkins	CLE	RB	3.18	3	3	4	2	4	3	4	2	3	3	BYE	3	4	3	4	3	2	4
21	Bucky Irving	TB	RB	3.06	4	2	3	3	5	2	4	3	3	BYE	2	4	3	3	3	3	2	3
22	D'Andre Swift	CHI	RB	2.94	4	3	3	4	3	3	2	1	3	BYE	3	2	3	4	4	3	2	3
23	David Montgomery	HOU	RB	3.24	4	4	2	5	4	3	4	BYE	3	2	2	3	2	4	3	3	3	4
24	TreVeyon Henderson	NE	RB	3	1	2	3	4	3	4	3	4	3	2	BYE	3	4	3	2	4	2	4
25	Bhayshul Tuten	JAC	RB	3.06	2	2	2	4	3	3	BYE	2	3	4	4	4	3	2	3	5	4	2
26	Jadarian Price	SEA	RB	3.35	2	5	4	3	4	2	2	3	5	3	BYE	4	5	4	3	2	4	2
27	Tony Pollard	TEN	RB	3.06	4	3	4	3	3	2	2	4	BYE	3	5	3	4	2	2	3	2	3
28	Jaylen Warren	PIT	RB	2.94	3	2	4	2	2	3	3	2	BYE	4	3	2	3	3	3	4	4	3
29	Chuba Hubbard	CAR	RB	2.71	3	3	2	2	BYE	3	3	3	2	3	3	3	3	3	4	2	1	3
30	Rhamondre Stevenson	NE	RB	3	1	2	3	4	3	4	3	4	3	2	BYE	3	4	3	2	4	2	4
31	Rico Dowdle	PIT	RB	2.94	3	2	4	2	2	3	3	2	BYE	4	3	2	3	3	3	4	4	3
32	J.K. Dobbins	DEN	RB	3	2	3	2	4	3	1	5	2	4	BYE	3	2	4	4	3	4	2	3
33	Blake Corum	LAR	RB	3.29	4	4	2	3	4	5	3	3	4	5	BYE	3	2	4	5	1	3	1
34	Kyle Monangai	CHI	RB	2.94	4	3	3	4	3	3	2	1	3	BYE	3	2	3	4	4	3	2	3
35	RJ Harvey	DEN	RB	3	2	3	2	4	3	1	5	2	4	BYE	3	2	4	4	3	4	2	3
36	Jacory Croskey-Merritt	WAS	RB	3.41	3	5	1	2	4	4	BYE	3	2	4	4	5	4	3	3	3	3	5
37	Rachaad White	WAS	RB	3.41	3	5	1	2	4	4	BYE	3	2	4	4	5	4	3	3	3	3	5
38	Jordan Mason	MIN	RB	3.12	3	3	3	4	3	BYE	2	2	4	3	4	3	4	2	2	4	4	3
39	Jonathon Brooks	CAR	RB	2.71	3	3	2	2	BYE	3	3	3	2	3	3	3	3	3	4	2	1	3
40	Aaron Jones Sr.	MIN	RB	3.12	3	3	3	4	3	BYE	2	2	4	3	4	3	4	2	2	4	4	3
41	Kenny Gainwell	TB	RB	3.06	4	2	3	3	5	2	4	3	3	BYE	2	4	3	3	3	3	2	3
42	Chris Rodriguez Jr.	JAC	RB	3.06	2	2	2	4	3	3	BYE	2	3	4	4	4	3	2	3	5	4	2
43	Tyrone Tracy Jr.	NYG	RB	3.24	5	2	4	5	4	3	3	BYE	3	4	3	2	4	1	2	2	5	3
44	Woody Marks	HOU	RB	3.24	4	4	2	5	4	3	4	BYE	3	2	2	3	2	4	3	3	3	4
45	Tyler Allgeier	ARI	RB	2.88	3	1	4	4	2	2	2	5	1	2	2	4	3	BYE	4	3	3	4
46	Zach Charbonnet	SEA	RB	3.35	2	5	4	3	4	2	2	3	5	3	BYE	4	5	4	3	2	4	2
47	Isiah Pacheco	DET	RB	3.41	3	4	4	4	5	BYE	3	3	4	2	3	3	3	4	3	4	3	3
48	Tank Bigsby	PHI	RB	3.47	4	4	3	2	3	4	5	4	4	BYE	2	5	5	2	1	3	4	4
49	Brian Robinson Jr.	ATL	RB	3.06	2	4	3	3	3	3	4	3	4	2	BYE	3	2	2	4	3	3	4
50	Keaton Mitchell	LAC	RB	2.88	5	3	4	1	2	2	BYE	2	3	3	4	2	3	3	4	4	2	2
51	Alvin Kamara	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
52	Tyjae Spears	TEN	RB	3.06	4	3	4	3	3	2	2	4	BYE	3	5	3	4	2	2	3	2	3
53	Dylan Sampson	CLE	RB	3.18	3	3	4	2	4	3	4	2	3	3	BYE	3	4	3	4	3	2	4
54	Braelon Allen	NYJ	RB	3.06	4	3	2	3	2	2	4	3	2	4	3	4	BYE	2	5	2	3	4
55	Jonah Coleman	DEN	RB	3	2	3	2	4	3	1	5	2	4	BYE	3	2	4	4	3	4	2	3
56	Emanuel Wilson	SEA	RB	3.35	2	5	4	3	4	2	2	3	5	3	BYE	4	5	4	3	2	4	2
57	Kimani Vidal	LAC	RB	2.88	5	3	4	1	2	2	BYE	2	3	3	4	2	3	3	4	4	2	2
58	Ray Davis	BUF	RB	2.88	3	2	3	2	2	3	BYE	3	3	4	4	2	2	3	3	2	4	4
59	James Conner	ARI	RB	2.88	3	1	4	4	2	2	2	5	1	2	2	4	3	BYE	4	3	3	4
60	Sean Tucker	TB	RB	3.06	4	2	3	3	5	2	4	3	3	BYE	2	4	3	3	3	3	2	3
61	Nicholas Singleton	TEN	RB	3.06	4	3	4	3	3	2	2	4	BYE	3	5	3	4	2	2	3	2	3
62	Emmett Johnson	KC	RB	3	2	2	4	3	BYE	3	1	2	4	3	5	4	2	4	2	4	3	3
63	Mike Washington Jr.	LV	RB	2.88	4	3	3	2	2	4	2	4	4	1	2	2	BYE	3	2	4	5	2
64	Kaytron Allen	WAS	RB	3.41	3	5	1	2	4	4	BYE	3	2	4	4	5	4	3	3	3	3	5
65	Ollie Gordon II	MIA	RB	3	3	4	2	3	4	BYE	4	2	2	2	4	4	2	3	3	3	4	2
66	Jaylen Wright	MIA	RB	3	3	4	2	3	4	BYE	4	2	2	2	4	4	2	3	3	3	4	2
67	MarShawn Lloyd	GB	RB	3.12	3	4	3	3	3	5	2	4	2	3	BYE	2	3	4	4	3	3	2
68	Jaydon Blue	DAL	RB	3.24	4	4	3	3	3	3	3	5	2	4	4	3	1	BYE	2	3	4	4
69	Devin Neal	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
70	Jordan James	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
71	Demond Claiborne	MIN	RB	3.12	3	3	3	4	3	BYE	2	2	4	3	4	3	4	2	2	4	4	3
72	DJ Giddens	IND	RB	3.29	3	2	3	4	2	4	3	3	5	4	3	4	BYE	3	4	4	2	3
73	Isaiah Davis	NYJ	RB	3.06	4	3	2	3	2	2	4	3	2	4	3	4	BYE	2	5	2	3	4
74	George Holani	SEA	RB	3.35	2	5	4	3	4	2	2	3	5	3	BYE	4	5	4	3	2	4	2
75	Malik Davis	DAL	RB	3.24	4	4	3	3	3	3	3	5	2	4	4	3	1	BYE	2	3	4	4
76	Ty Johnson	BUF	RB	2.88	3	2	3	2	2	3	BYE	3	3	4	4	2	2	3	3	2	4	4
77	Justice Hill	BAL	RB	3.12	2	3	5	4	3	2	4	4	3	3	4	3	BYE	3	2	2	4	2
78	Chris Brooks	GB	RB	3.12	3	4	3	3	3	5	2	4	2	3	BYE	2	3	4	4	3	3	2
79	Kaleb Johnson	PIT	RB	2.94	3	2	4	2	2	3	3	2	BYE	4	3	2	3	3	3	4	4	3
80	Samaje Perine	CIN	RB	2.88	3	3	2	3	4	BYE	3	4	3	2	4	3	2	2	4	2	3	2
81	Kendre Miller	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
82	Kaelon Black	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
83	Emari Demercado	KC	RB	3	2	2	4	3	BYE	3	1	2	4	3	5	4	2	4	2	4	3	3
84	Devin Singletary	NYG	RB	3.24	5	2	4	5	4	3	3	BYE	3	4	3	2	4	1	2	2	5	3
85	Trey Benson	ARI	RB	2.88	3	1	4	4	2	2	2	5	1	2	2	4	3	BYE	4	3	3	4
86	LeQuint Allen Jr.	JAC	RB	3.06	2	2	2	4	3	3	BYE	2	3	4	4	4	3	2	3	5	4	2
87	Jerome Ford	WAS	RB	3.41	3	5	1	2	4	4	BYE	3	2	4	4	5	4	3	3	3	3	5
88	Adam Randall	BAL	RB	3.12	2	3	5	4	3	2	4	4	3	3	4	3	BYE	3	2	2	4	2
89	Najee Harris	LAC	RB	2.88	5	3	4	1	2	2	BYE	2	3	3	4	2	3	3	4	4	2	2
90	Brashard Smith	KC	RB	3	2	2	4	3	BYE	3	1	2	4	3	5	4	2	4	2	4	3	3
91	Seth McGowan	IND	RB	3.29	3	2	3	4	2	4	3	3	5	4	3	4	BYE	3	4	4	2	3
92	Trevor Etienne	CAR	RB	2.71	3	3	2	2	BYE	3	3	3	2	3	3	3	3	3	4	2	1	3
93	Jarquez Hunter	LAR	RB	3.29	4	4	2	3	4	5	3	3	4	5	BYE	3	2	4	5	1	3	1
94	Isaac Guerendo	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
95	Tahj Brooks	CIN	RB	2.88	3	3	2	3	4	BYE	3	4	3	2	4	3	2	2	4	2	3	2
96	Jaleel McLaughlin	DEN	RB	3	2	3	2	4	3	1	5	2	4	BYE	3	2	4	4	3	4	2	3
97	Audric Estime	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
98	Will Shipley	PHI	RB	3.47	4	4	3	2	3	4	5	4	4	BYE	2	5	5	2	1	3	4	4
99	Joe Mixon	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
100	Kareem Hunt	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
101	Bam Knight	ARI	RB	2.88	3	1	4	4	2	2	2	5	1	2	2	4	3	BYE	4	3	3	4
102	Eli Heidenreich	PIT	RB	2.94	3	2	4	2	2	3	3	2	BYE	4	3	2	3	3	3	4	4	3
103	Michael Carter	TEN	RB	3.06	4	3	4	3	3	2	2	4	BYE	3	5	3	4	2	2	3	2	3
104	Nick Chubb	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
105	J'Mari Taylor	JAC	RB	3.06	2	2	2	4	3	3	BYE	2	3	4	4	4	3	2	3	5	4	2
106	Jawhar Jordan	HOU	RB	3.24	4	4	2	5	4	3	4	BYE	3	2	2	3	2	4	3	3	3	4
107	Raheim Sanders	CLE	RB	3.18	3	3	4	2	4	3	4	2	3	3	BYE	3	4	3	4	3	2	4
108	Dameon Pierce	PHI	RB	3.47	4	4	3	2	3	4	5	4	4	BYE	2	5	5	2	1	3	4	4
109	Phil Mafah	DAL	RB	3.24	4	4	3	3	3	3	3	5	2	4	4	3	1	BYE	2	3	4	4
110	Kyle Juszczyk	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
111	Jam Miller	NE	RB	3	1	2	3	4	3	4	3	4	3	2	BYE	3	4	3	2	4	2	4
112	Austin Ekeler	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
113	Roschon Johnson	CHI	RB	2.94	4	3	3	4	3	3	2	1	3	BYE	3	2	3	4	4	3	2	3
114	Antonio Gibson	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
115	Terrell Jennings	NE	RB	3	1	2	3	4	3	4	3	4	3	2	BYE	3	4	3	2	4	2	4
116	Rasheen Ali	BAL	RB	3.12	2	3	5	4	3	2	4	4	3	3	4	3	BYE	3	2	2	4	2
117	Sione Vaki	DET	RB	3.41	3	4	4	4	5	BYE	3	3	4	2	3	3	3	4	3	4	3	3
118	Damien Martinez	GB	RB	3.12	3	4	3	3	3	5	2	4	2	3	BYE	2	3	4	4	3	3	2
119	Jeremy McNichols	WAS	RB	3.41	3	5	1	2	4	4	BYE	3	2	4	4	5	4	3	3	3	3	5
120	Dylan Laube	LV	RB	2.88	4	3	3	2	2	4	2	4	4	1	2	2	BYE	3	2	4	5	2
121	Frank Gore Jr.	BUF	RB	2.88	3	2	3	2	2	3	BYE	3	3	4	4	2	2	3	3	2	4	4
122	Jaret Patterson	LAC	RB	2.88	5	3	4	1	2	2	BYE	2	3	3	4	2	3	3	4	4	2	2
123	Robert Henry Jr.	WAS	RB	3.41	3	5	1	2	4	4	BYE	3	2	4	4	5	4	3	3	3	3	5
124	Cash Jones	ATL	RB	3.06	2	4	3	3	3	3	4	3	4	2	BYE	3	2	2	4	3	3	4
125	Zavier Scott	MIN	RB	3.12	3	3	3	4	3	BYE	2	2	4	3	4	3	4	2	2	4	4	3
126	Myles Montgomery	NE	RB	3	1	2	3	4	3	4	3	4	3	2	BYE	3	4	3	2	4	2	4
127	AJ Dillon	CAR	RB	2.71	3	3	2	2	BYE	3	3	3	2	3	3	3	3	3	4	2	1	3
128	Miles Davis	CAR	RB	2.71	3	3	2	2	BYE	3	3	3	2	3	3	3	3	3	4	2	1	3
129	Noah Whittington	HOU	RB	3.24	4	4	2	5	4	3	4	BYE	3	2	2	3	2	4	3	3	3	4
130	Tyler Goodson	ATL	RB	3.06	2	4	3	3	3	3	4	3	4	2	BYE	3	2	2	4	3	3	4
131	Hunter Luepke	DAL	RB	3.24	4	4	3	3	3	3	3	5	2	4	4	3	1	BYE	2	3	4	4
132	Ty Chandler	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
133	Jaydn Ott	KC	RB	3	2	2	4	3	BYE	3	1	2	4	3	5	4	2	4	2	4	3	3
134	Jacob Saylors	DET	RB	3.41	3	4	4	4	5	BYE	3	3	4	2	3	3	3	4	3	4	3	3
