Rank	Player	Team	Pos	Avg Stars	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18
184	Jeshaun Jones	MIN	WR	3.59	3	4	2	5	4	BYE	3	4	3	3	3	4	3	4	4	4	4	4
185	Jordan Watkins	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
186	Coleman Owen	IND	WR	3.12	3	2	3	4	3	4	2	2	5	5	3	3	BYE	1	4	3	4	2
187	Tahj Washington	MIA	WR	3.12	3	3	2	2	3	BYE	4	4	4	3	3	4	2	4	3	2	3	4
188	Jonathan Mingo	DAL	WR	2.76	3	4	3	3	2	3	1	3	3	3	4	1	2	BYE	3	2	3	4
189	Michael Woods II	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
190	Jared Wayne	HOU	WR	3.06	3	3	3	5	4	2	3	BYE	2	4	3	3	3	4	2	1	3	4
191	Velus Jones Jr.	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
192	Darius Cooper	PHI	WR	3.35	4	4	4	3	2	3	5	4	3	BYE	3	5	3	3	2	3	3	3
193	Isaiah Williams	FA	WR	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
194	Bo Melton	GB	WR	3.53	2	4	4	2	4	5	4	3	4	2	BYE	3	4	3	5	4	3	4
195	Montorie Foster Jr.	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
196	Kendric Pryor	CIN	WR	3.29	2	3	3	2	5	BYE	3	4	4	3	4	4	4	2	3	3	3	4
197	Barion Brown	NO	WR	3.12	4	3	3	4	2	3	3	BYE	4	3	4	3	3	3	2	3	4	2
198	Skyy Moore	GB	WR	3.53	2	4	4	2	4	5	4	3	4	2	BYE	3	4	3	5	4	3	4
199	Jakobie Keeney-James	PIT	WR	3.06	4	4	3	4	3	2	4	4	BYE	3	1	2	3	2	3	3	4	3
200	Arian Smith	NYJ	WR	3.35	4	3	4	4	4	4	5	3	2	3	2	5	BYE	2	3	4	2	3
201	Tyler Johnson	DAL	WR	2.76	3	4	3	3	2	3	1	3	3	3	4	1	2	BYE	3	2	3	4
202	Derius Davis	LAC	WR	2.88	3	3	3	2	2	2	BYE	3	3	3	4	4	2	3	3	5	2	2
203	Dominic Lovett	DET	WR	3.35	4	3	4	3	3	BYE	3	2	5	4	2	4	4	4	2	3	4	3
204	Juice Wells Jr.	ATL	WR	3.12	3	3	3	4	3	4	3	2	3	2	BYE	2	4	4	4	2	4	3
205	Justin Watson	HOU	WR	3.06	3	3	3	5	4	2	3	BYE	2	4	3	3	3	4	2	1	3	4
206	Curtis Samuel	FA	WR	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
207	Maurice Alexander	CHI	WR	3.06	3	2	1	4	3	4	4	2	2	BYE	4	4	2	5	3	3	4	2
208	Isaiah Williams	NYJ	WR	3.35	4	3	4	4	4	4	5	3	2	3	2	5	BYE	2	3	4	2	3
209	Isaiah Hodgins	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
210	Mecole Hardman Jr.	BUF	WR	3.35	3	4	2	4	3	3	BYE	3	2	4	5	2	4	3	4	2	5	4
211	Bub Means	NO	WR	3.12	4	3	3	4	2	3	3	BYE	4	3	4	3	3	3	2	3	4	2
212	Malachi Corley	CLE	WR	3.12	2	2	3	3	4	3	4	3	4	3	BYE	3	3	4	3	3	3	3
213	Cedrick Wilson Jr.	DET	WR	3.35	4	3	4	3	3	BYE	3	2	5	4	2	4	4	4	2	3	4	3
214	Emmanuel Henderson Jr.	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
215	Xavier Weaver	ARI	WR	2.94	2	2	3	3	4	3	2	5	2	3	2	4	1	BYE	4	4	3	3
216	Tyler Scott	LAR	WR	2.71	3	3	2	1	3	3	3	2	4	3	BYE	3	2	3	5	2	2	2
217	Dante Pettis	BUF	WR	3.35	3	4	2	4	3	3	BYE	3	2	4	5	2	4	3	4	2	5	4
218	Mason Tipton	NO	WR	3.12	4	3	3	4	2	3	3	BYE	4	3	4	3	3	3	2	3	4	2
219	Dylan Drummond	ATL	WR	3.12	3	3	3	4	3	4	3	2	3	2	BYE	2	4	4	4	2	4	3
220	Ben Skowronek	PIT	WR	3.06	4	4	3	4	3	2	4	4	BYE	3	1	2	3	2	3	3	4	3
221	Bryce Oliver	TEN	WR	3.12	4	1	3	3	3	3	4	3	BYE	2	5	2	4	4	3	3	3	3
222	Nikko Remigio	KC	WR	3	2	3	5	3	BYE	2	2	2	4	4	3	3	3	3	4	3	2	3
223	Jeff Caldwell	KC	WR	3	2	3	5	3	BYE	2	2	2	4	4	3	3	3	3	4	3	2	3
224	Brandon Johnson	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
225	Cody White	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
226	Dohnte Meyers	CIN	WR	3.29	2	3	3	2	5	BYE	3	4	4	3	4	4	4	2	3	3	3	4
227	Terrace Marshall Jr.	MIA	WR	3.12	3	3	2	2	3	BYE	4	4	4	3	3	4	2	4	3	2	3	4
228	Chris Blair	ATL	WR	3.12	3	3	3	4	3	4	3	2	3	2	BYE	2	4	4	4	2	4	3
229	Shedrick Jackson	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
230	Noah Brown	FA	WR	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
231	Michael Briscoe	MIN	WR	3.59	3	4	2	5	4	BYE	3	4	3	3	3	4	3	4	4	4	4	4
232	Jalin Hyatt	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
233	Tyrell Shavers	BUF	WR	3.35	3	4	2	4	3	3	BYE	3	2	4	5	2	4	3	4	2	5	4
234	Brycen Tremayne	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
235	Ronnie Bell	NO	WR	3.12	4	3	3	4	2	3	3	BYE	4	3	4	3	3	3	2	3	4	2
236	Tom Kennedy	DET	WR	3.35	4	3	4	3	3	BYE	3	2	5	4	2	4	4	4	2	3	4	3
237	Michael Bandy	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
238	Casey Washington	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
239	David Moore	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
240	Deven Thompkins	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
241	J. Michael Sturdivant	GB	WR	3.53	2	4	4	2	4	5	4	3	4	2	BYE	3	4	3	5	4	3	4
242	Kameron Johnson	TB	WR	3.41	3	4	2	3	5	3	3	4	4	BYE	4	3	2	3	4	4	3	4
243	Jalen Brooks	ARI	WR	2.94	2	2	3	3	4	3	2	5	2	3	2	4	1	BYE	4	4	3	3
244	Devin Duvernay	ARI	WR	2.94	2	2	3	3	4	3	2	5	2	3	2	4	1	BYE	4	4	3	3
245	Dareke Young	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
246	Laquon Treadwell	IND	WR	3.12	3	2	3	4	3	4	2	2	5	5	3	3	BYE	1	4	3	4	2
Rank	Player	Team	Pos	Avg Stars	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18
1	Brock Bowers	LV	TE	3.12	3	4	2	3	3	4	2	4	2	3	3	2	BYE	4	3	4	4	3
2	Trey McBride	ARI	TE	2.94	4	3	2	2	3	2	3	4	3	2	3	5	2	BYE	4	2	4	2
3	Colston Loveland	CHI	TE	3	3	3	2	4	3	2	3	3	5	BYE	2	3	2	3	4	3	3	3
4	Tucker Kraft	GB	TE	3.12	3	4	2	5	3	4	3	3	3	3	BYE	2	2	4	3	3	3	3
5	Tyler Warren	IND	TE	3	2	3	3	5	3	4	3	2	4	3	3	2	BYE	2	4	4	2	2
6	Sam LaPorta	DET	TE	3.18	2	4	4	3	4	BYE	3	3	3	3	5	3	2	4	3	2	3	3
7	Harold Fannin Jr.	CLE	TE	3.12	2	5	3	3	4	2	4	3	2	3	BYE	4	4	2	2	2	4	4
8	Kyle Pitts Sr.	ATL	TE	3.12	3	3	3	2	2	3	2	5	4	3	BYE	3	3	2	5	5	2	3
9	George Kittle	SF	TE	3.12	2	3	4	3	3	5	2	BYE	4	4	3	3	2	2	4	3	2	4
10	Dalton Kincaid	BUF	TE	3.12	3	3	4	3	2	4	BYE	2	3	4	3	3	3	3	3	3	3	4
11	Travis Kelce	KC	TE	3.35	3	4	3	4	BYE	4	3	3	4	2	4	4	2	4	3	2	4	4
12	Isaiah Likely	NYG	TE	3.12	4	2	4	4	5	2	3	BYE	2	5	2	4	2	3	2	3	4	2
13	Dallas Goedert	PHI	TE	3.24	5	4	3	2	2	3	4	5	2	BYE	3	4	4	4	3	3	2	2
14	Mark Andrews	BAL	TE	3.24	4	2	4	4	2	2	4	4	2	4	3	3	BYE	5	3	2	4	3
15	Jake Ferguson	DAL	TE	3.06	2	5	2	3	5	3	2	4	4	2	4	2	3	BYE	2	2	2	5
16	Juwan Johnson	NO	TE	3.12	3	2	4	2	3	2	3	BYE	2	3	3	4	3	3	5	4	2	5
17	Hunter Henry	NE	TE	3.29	3	3	2	4	4	4	3	3	3	3	BYE	4	4	3	3	4	3	3
18	Brenton Strange	JAC	TE	3.24	2	3	3	4	2	3	BYE	4	2	4	2	4	3	3	3	4	5	4
19	Chig Okonkwo	WAS	TE	2.88	2	4	3	4	2	2	BYE	2	2	2	4	4	4	3	2	3	2	4
20	Oronde Gadsden II	LAC	TE	3.24	4	4	4	3	3	3	BYE	2	3	2	4	3	5	4	2	3	3	3
21	AJ Barner	SEA	TE	3.06	3	4	5	4	2	3	3	3	4	4	BYE	2	4	2	2	2	3	2
22	Terrance Ferguson	LAR	TE	3.35	2	2	3	2	4	4	4	4	5	4	BYE	3	3	2	4	3	5	3
23	Dalton Schultz	HOU	TE	3.24	4	4	4	4	4	2	2	BYE	4	2	4	2	3	5	2	2	3	4
24	Kenyon Sadiq	NYJ	TE	3.29	4	3	3	3	2	3	3	4	3	4	4	3	BYE	3	4	3	3	4
